// HSK 2012-2018/Level 1
独立	du2li4
独特	du2te4
度过	du4guo4
断	duan4
堆	dui1
对比	dui4bi3
对待	dui4dai4
对方	dui4fang1
对手	dui4shou3
对象	dui4xiang4
兑换	dui4huan4
吨	dun1
蹲	dun1
顿	dun4
多亏	duo1kui1
多余	duo1yu2
朵	duo3
躲藏	duo3cang2
恶劣	e4lie4
耳环	er3huan2
发表	fa1biao3
发愁	fa1//chou2
发达	fa1da2
发抖	fa1dou3
发挥	fa1hui1
发明	fa1ming2
发票	fa1piao4
发言	fa1yan2
罚款	fa2kuan3
法院	fa3yuan4
翻	fan1
繁荣	fan2rong2
反而	fan3er2
反复	fan3fu4
反应	fan3ying4
反映	fan3ying4
反正	fan3zheng4
范围	fan4wei2
方	fang1
方案	fang1an4
方式	fang1shi4
妨碍	fang2ai4
仿佛	fang3fu2
非	fei1
肥皂	fei2zao4
废话	fei4hua4
分别	fen1bie2
分布	fen1bu4
分配	fen1pei4
分手	fen1//shou3
分析	fen1xi1
纷纷	fen1fen1
奋斗	fen4dou4
风格	feng1ge2
风景	feng1jing3
风俗	feng1su2
风险	feng1xian3
疯狂	feng1kuang2
讽刺	feng3ci4
否定	fou3ding4
否认	fou3ren4
扶	fu2
服装	fu2zhuang1
幅	fu2
辅导	fu3dao3
妇女	fu4nü3
复制	fu4zhi4
改革	gai3ge2
改进	gai3jin4
改善	gai3shan4
改正	gai3zheng4
盖	gai4
概括	gai4kuo4
概念	gai4nian4
干脆	gan1cui4
干燥	gan1zao4
赶紧	gan3jin3
赶快	gan3kuai4
感激	gan3ji1
感受	gan3shou4
感想	gan3xiang3
干活儿	gan4huo2r5
钢铁	gang1tie3
高档	gao1dang4
高级	gao1ji2
搞	gao3
告别	gao4bie2
格外	ge2wai4
隔壁	ge2bi4
个别	ge4bie2
个人	ge4ren2
个性	ge4xing4
各自	ge4zi4
根	gen1
根本	gen1ben3
工厂	gong1chang3
工程师	gong1cheng2shi1
工具	gong1ju4
工人	gong1ren5
工业	gong1ye4
公布	gong1bu4
公开	gong1kai1
公平	gong1ping2
公寓	gong1yu4
公元	gong1yuan2
公主	gong1zhu3
功能	gong1neng2
恭喜	gong1xi3
贡献	gong4xian4
沟通	gou1tong1
构成	gou4//cheng2
姑姑	gu1gu5
姑娘	gu1niang5
古代	gu3dai4
古典	gu3dian3
股票	gu3piao4
骨头	gu3tou5
鼓舞	gu3wu3
鼓掌	gu3//zhang3
固定	gu4ding4
挂号	gua4//hao4
乖	guai1
拐弯	guai3wan1
怪不得	guai4bu5de5
关闭	guan1bi4
观察	guan1cha2
观点	guan1dian3
观念	guan1nian4
官	guan1
管子	guan3zi5
冠军	guan4jun1
光滑	guang1hua2
光临	guang1lin2
光明	guang1ming2
光盘	guang1pan2
广场	guang3chang3
广大	guang3da4
广泛	guang3fan4
归纳	gui1na4
规矩	gui1ju5
规律	gui1lü4
规模	gui1mo2
规则	gui1ze2
柜台	gui4tai2
滚	gun3
锅	guo1
国庆节	Guo2qing4jie2
国王	guo2wang2
果然	guo3ran2
果实	guo3shi2
过分	guo4fen4
过敏	guo4min3
过期	guo4//qi1
哈	ha1
海关	hai3guan1
海鲜	hai3xian1
喊	han3
行业	hang2ye4
豪华	hao2hua2
好客	hao4ke4
好奇	hao4qi2
合法	he2fa3
合理	he2li3
合同	he2tong5
合影	he2ying3
合作	he2zuo4
何必	he2bi4
何况	he2kuang4
和平	he2ping2
核心	he2xin1
恨	hen4
猴子	hou2zi5
后背	hou4bei4
后果	hou4guo3
呼吸	hu1xi1
忽然	hu1ran2
忽视	hu1shi4
胡说	hu2shuo1
胡同	hu2tong4
壶	hu2
蝴蝶	hu2die2
糊涂	hu2tu5
花生	hua1sheng1
划	hua4
华裔	hua2yi4
滑	hua2
化学	hua4xue2
话题	hua4ti2
怀念	huai2nian4
怀孕	huai2//yun4
缓解	huan3jie3
幻想	huan4xiang3
慌张	huang1zhang1
黄金	huang2jin1
灰	hui1
灰尘	hui1chen2
灰心	hui1//xin1
挥	hui1
恢复	hui1fu4
汇率	hui4lü4
婚礼	hun1li3
婚姻	hun1yin1
活跃	huo2yue4
火柴	huo3chai2
伙伴	huo3ban4
或许	huo4xu3
机器	ji1qi4
肌肉	ji1rou4
基本	ji1ben3
激烈	ji1lie4
及格	ji2//ge2
极其	ji2qi2
急忙	ji2mang2
急诊	ji2zhen3
集合	ji2he2
集体	ji2ti3
集中	ji2zhong1
计算	ji4suan4
记录	ji4lu4
记忆	ji4yi4
纪录	ji4lu4
纪律	ji4lü4
纪念	ji4nian4
系领带	ji4ling3dai4
寂寞	ji4mo4
夹子	jia1zi5
家庭	jia1ting2
家务	jia1wu4
家乡	jia1xiang1
嘉宾	jia1bin1
甲	jia3
假如	jia3ru2
假设	jia3she4
假装	jia3zhuang1
价值	jia4zhi2
驾驶	jia4shi3
嫁	jia4
坚决	jian1jue2
坚强	jian1qiang2
肩膀	jian1bang3
艰巨	jian1ju4
艰苦	jian1ku3
兼职	jian1zhi2
捡	jian3
剪刀	jian3dao1
简历	jian3li4
简直	jian3zhi2
建立	jian4li4
建设	jian4she4
建筑	jian4zhu4
健身	jian4//shen1
键盘	jian4pan2
讲究	jiang3jiu5
讲座	jiang3zuo4
酱油	jiang4you2
交换	jiao1huan4
交际	jiao1ji4
交往	jiao1wang3
浇	jiao1
胶水	jiao1shui3
角度	jiao3du4
狡猾	jiao3hua2
教材	jiao4cai2
教练	jiao4lian4
教训	jiao4xun5
阶段	jie1duan4
结实	jie1shi5
接触	jie1chu4
接待	jie1dai4
接近	jie1jin4
节省	jie2sheng3
结构	jie2gou4
结合	jie2he2
结论	jie2lun4
结账	jie2//zhang4
戒	jie4
戒指	jie4zhi5
届	jie4
借口	jie4kou3
金属	jin1shu3
尽快	jin3kuai4
尽量	jin3liang4
紧急	jin3ji2
谨慎	jin3shen4
尽力	jin4//li4
进步	jin4bu4
进口	jin4//kou3
近代	jin4dai4
经典	jing1dian3
经商	jing1//shang1
经营	jing1ying2
精力	jing1li4
精神	jing1shen2
酒吧	jiu3ba1
救	jiu4
救护车	jiu4hu4che1
舅舅	jiu4jiu5
居然	ju1ran2
桔子	ju2zi5
巨大	ju4da4
具备	ju4bei4
具体	ju4ti3
俱乐部	ju4le4bu4
据说	ju4shuo1
捐	juan1
决赛	jue2sai4
决心	jue2xin1
角色	jue2se4
绝对	jue2dui4
军事	jun1shi4
均匀	jun1yun2
卡车	ka3che1
开发	kai1fa1
开放	kai1fang4
开幕式	kai1mu4shi4
开水	kai1shui3
砍	kan3
看不起	kan4bu5qi3
看望	kan4wang4
靠	kao4
颗	ke1
可见	ke3jian4
可靠	ke3kao4
可怕	ke3pa4
克	ke4
克服	ke4fu2
刻苦	ke4ku3
客观	ke4guan1
课程	ke4cheng2
空间	kong1jian1
空闲	kong4xian2
控制	kong4zhi4
口味	kou3wei4
夸	kua1
夸张	kua1zhang1
会计	kuai4ji5
宽	kuan1
昆虫	kun1chong2
扩大	kuo4da4
辣椒	la4jiao1
拦	lan2
烂	lan4
朗读	lang3du2
劳动	lao2dong4
劳驾	lao2//jia4
老百姓	lao3bai3xing4
老板	lao3ban3
老婆	lao3po5
老实	lao3shi5
老鼠	lao3shu3
姥姥	lao3lao5
乐观	le4guan1
雷	lei2
类型	lei4xing2
冷淡	leng3dan4
厘米	li2mi3
离婚	li2//hun1
梨	li2
理论	li3lun4
理由	li3you2
力量	li4liang5
立即	li4ji2
立刻	li4ke4
利润	li4run4
利息	li4xi1
利益	li4yi4
利用	li4yong4
连忙	lian2mang2
连续	lian2xu4
联合	lian2he2
恋爱	lian4ai4
良好	liang2hao3
粮食	liang2shi5
亮	liang4
了不起	liao3bu5qi3
列车	lie4che1
临时	lin2shi2
灵活	ling2huo2
铃	ling2
零件	ling2jian4
零食	ling2shi2
领导	ling3dao3
领域	ling3yu4
浏览	liu2lan3
流传	liu2chuan2
流泪	liu2//lei4
龙	long2
漏	lou4
陆地	lu4di4
陆续	lu4xu4
录取	lu4qu3
录音	lu4yin1
轮流	lun2liu2
论文	lun4wen2
逻辑	luo2ji5
落后	luo4//hou4
骂	ma4
麦克风	mai4ke4feng1
馒头	man2tou5
满足	man3zu2
毛病	mao2bing5
矛盾	mao2dun4
冒险	mao4//xian3
贸易	mao4yi4
眉毛	mei2mao5
媒体	mei2ti3
煤炭	mei2tan4
美术	mei3shu4
魅力	mei4li4
梦想	meng4xiang3
秘密	mi4mi4
秘书	mi4shu1
密切	mi4qie4
蜜蜂	mi4feng1
面对	mian4dui4
面积	mian4ji1
面临	mian4lin2
苗条	miao2tiao5
描写	miao2xie3
敏感	min3gan3
名牌	ming2pai2
名片	ming2pian4
名胜古迹	ming2sheng4-gu3ji4
明确	ming2que4
明显	ming2xian3
明星	ming2xing1
命令	ming4ling4
命运	ming4yun4
摸	mo1
模仿	mo2fang3
模糊	mo2hu5
模特	mo2te4
摩托车	mo2tuo1che1
陌生	mo4sheng1
某	mou3
木头	mu4tou5
目标	mu4biao1
目录	mu4lu4
目前	mu4qian2
哪怕	na3pa4
难怪	nan2guai4
难免	nan2mian3
脑袋	nao3dai5
内部	nei4bu4
内科	nei4ke1
嫩	nen4
能干	neng2gan4
能源	neng2yuan2
嗯	n2
年代	nian2dai4
年纪	nian2ji4
念	nian4
宁可	ning4ke3
牛仔裤	niu2zai3ku4
农村	nong2cun1
农民	nong2min2
农业	nong2ye4
浓	nong2
女士	nü3shi4
欧洲	ou1zhou1
偶然	ou3ran2
拍	pai1
派	pai4
盼望	pan4wang4
培训	pei2xun4
培养	pei2yang3
赔偿	pei2chang2
佩服	pei4fu5
配合	pei4he2
盆	pen2
碰	peng4
批	pi1
批准	pi1//zhun3
披	pi1
疲劳	pi2lao2
匹	pi3
片	pian4
片面	pian4mian4
飘	piao1
拼音	pin1yin1
频道	pin2dao4
平	ping2
平安	ping2an1
平常	ping2chang2
平等	ping2deng3
平方	ping2fang1
平衡	ping2heng2
平静	ping2jing4
平均	ping2jun1
评价	ping2jia4
凭	ping2
迫切	po4qie4
破产	po4chan3
破坏	po4huai4
期待	qi1dai4
期间	qi1jian1
其余	qi2yu2
奇迹	qi2ji4
企业	qi3ye4
启发	qi3fa1
气氛	qi4fen1
汽油	qi4you2
谦虚	qian1xu1
签	qian1
前途	qian2tu2
浅	qian3
欠	qian4
枪	qiang1
强调	qiang2diao4
强烈	qiang2lie4
墙	qiang2
抢	qiang3
悄悄	qiao1qiao1
瞧	qiao2
巧妙	qiao3miao4
切	qie1
亲爱	qin1ai4
亲切	qin1qie4
亲自	qin1zi4
勤奋	qin2fen4
青	qing1
青春	qing1chun1
青少年	qing1shao4nian2
轻视	qing1shi4
轻易	qing1yi4
清淡	qing1dan4
情景	qing2jing3
情绪	qing2xu4
请求	qing3qiu2
庆祝	qing4zhu4
球迷	qiu2mi2
趋势	qu1shi4
取消	qu3xiao1
娶	qu3
去世	qu4shi4
圈	quan1
权力	quan2li4
权利	quan2li4
全面	quan2mian4
劝	quan4
缺乏	que1fa2
确定	que4ding4
确认	que4ren4
群	qun2
燃烧	ran2shao1
绕	rao4
热爱	re4ai4
热烈	re4lie4
热心	re4xin1
人才	ren2cai2
人口	ren2kou3
人类	ren2lei4
人民币	ren2min2bi4
人生	ren2sheng1
人事	ren2shi4
人物	ren2wu4
人员	ren2yuan2
忍不住	ren3bu5zhu4
日常	ri4chang2
日程	ri4cheng2
日历	ri4li4
日期	ri4qi1
日用品	ri4yong4pin3
日子	ri4zi5
如何	ru2he2
如今	ru2jin1
软	ruan3
软件	ruan3jian4
弱	ruo4
洒	sa3
嗓子	sang3zi5
色彩	se4cai3
杀	sha1
沙漠	sha1mo4
沙滩	sha1tan1
傻	sha3
晒	shai4
删除	shan1chu2
闪电	shan3dian4
扇子	shan4zi5
善良	shan4liang2
善于	shan4yu2
伤害	shang1hai4
商品	shang1pin3
商务	shang1wu4
商业	shang1ye4
上当	shang4//dang4
蛇	she2
舍不得	she3bu5de5
设备	she4bei4
设计	she4ji4
设施	she4shi1
射击	she4ji1
摄影	she4ying3
伸	shen1
身材	shen1cai2
身份	shen1fen5
深刻	shen1ke4
神话	shen2hua4
神秘	shen2mi4
升	sheng1
生产	sheng1chan3
生动	sheng1dong4
生长	sheng1zhang3
声调	sheng1diao4
绳子	sheng2zi5
省略	sheng3lüe4
胜利	sheng4li4
失眠	shi1//mian2
失去	shi1qu4
失业	shi1//ye4
诗	shi1
狮子	shi1zi5
湿润	shi1run4
石头	shi2tou5
时差	shi2cha1
时代	shi2dai4
时刻	shi2ke4
时髦	shi2mao2
时期	shi2qi1
时尚	shi2shang4
实话	shi2hua4
实践	shi2jian4
实习	shi2xi2
实现	shi2xian4
实验	shi2yan4
实用	shi2yong4
食物	shi2wu4
使劲儿	shi3jin4r5
始终	shi3zhong1
士兵	shi4bing1
市场	shi4chang3
似的	shi4de5
事实	shi4shi2
事物	shi4wu4
事先	shi4xian1
试卷	shi4juan4
收获	shou1huo4
收据	shou1ju4
手工	shou3gong1
手术	shou3shu4
手套	shou3tao4
手续	shou3xu4
手指	shou3zhi3
首	shou3
寿命	shou4ming4
受伤	shou4//shang1
书架	shu1jia4
梳子	shu1zi5
舒适	shu1shi4
输入	shu1ru4
蔬菜	shu1cai4
熟练	shu2lian4
属于	shu3yu2
鼠标	shu3biao1
数	shu4
数据	shu4ju4
数码	shu4ma3
摔倒	shuai1dao3
甩	shuai3
双方	shuang1fang1
税	shui4
说不定	shuo1bu5ding4
说服	shuo1//fu2
丝绸	si1chou2
丝毫	si1hao2
私人	si1ren2
思考	si1kao3
思想	si1xiang3
撕	si1
似乎	si4hu1
搜索	sou1suo3
宿舍	su4she4
随身	sui2shen1
随时	sui2shi2
随手	sui2shou3
碎	sui4
损失	sun3shi1
缩短	suo1//duan3
所	suo3
锁	suo3
台阶	tai2jie1
太极拳	tai4ji2quan2
太太	tai4tai5
谈判	tan2pan4
坦率	tan3shuai4
烫	tang4
逃	tao2
逃避	tao2bi4
桃	tao2
淘气	tao2//qi4
讨价还价	tao3jia4-huan2jia4
套	tao4
特色	te4se4
特殊	te4shu1
特征	te4zheng1
疼爱	teng2ai4
提倡	ti2chang4
提纲	ti2gang1
提问	ti2wen4
题目	ti2mu4
体会	ti3hui4
体贴	ti3tie1
体现	ti3xian4
体验	ti3yan4
天空	tian1kong1
天真	tian1zhen1
调皮	tiao2pi2
调整	tiao2zheng3
挑战	tiao3//zhan4
通常	tong1chang2
统一	tong3yi1
痛苦	tong4ku3
痛快	tong4kuai5
偷	tou1
投入	tou2ru4
投资	tou2zi1
透明	tou4ming2
突出	tu1//chu1
土地	tu3di4
土豆	tu3dou4
吐	tu3
吐	tu4
兔子	tu4zi5
团	tuan2
推辞	tui1ci2
推广	tui1guang3
推荐	tui1jian4
退	tui4
退步	tui4bu4
退休	tui4xiu1
歪	wai1
外公	wai4gong1
外交	wai4jiao1
完美	wan2mei3
完善	wan2shan4
完整	wan2zheng3
玩具	wan2ju4
万一	wan4yi1
王子	wang2zi3
网络	wang3luo4
往返	wang3fan3
危害	wei1hai4
威胁	wei1xie2
微笑	wei1xiao4
违反	wei2fan3
围巾	wei2jin1
围绕	wei2rao4
唯一	wei2yi1
维修	wei2xiu1
伟大	wei3da4
尾巴	wei3ba5
委屈	wei3qu5
未必	wei4bi4
未来	wei4lai2
位于	wei4yu2
位置	wei4zhi5
胃	wei4
胃口	wei4kou3
温暖	wen1nuan3
温柔	wen1rou2
文件	wen2jian4
文具	wen2ju4
文明	wen2ming2
文学	wen2xue2
文字	wen2zi4
闻	wen2
吻	wen3
稳定	wen3ding4
问候	wen4hou4
卧室	wo4shi4
握手	wo4//shou3
屋子	wu1zi5
无奈	wu2nai4
无数	wu2shu4
无所谓	wu2suo3wei4
武术	wu3shu4
勿	wu4
物理	wu4li3
物质	wu4zhi4
雾	wu4
吸取	xi1qu3
吸收	xi1shou1
戏剧	xi4ju4
系	xi4
系统	xi4tong3
细节	xi4jie2
瞎	xia1
下载	xia4zai4
吓	xia4
夏令营	xia4ling4ying2
鲜艳	xian1yan4
显得	xian3de5
显然	xian3ran2
显示	xian3shi4
县	xian4
现代	xian4dai4
现实	xian4shi2
现象	xian4xiang4
限制	xian4zhi4
相处	xiang1chu3
相当	xiang1dang1
相对	xiang1dui4
相关	xiang1guan1
相似	xiang1si4
香肠	xiang1chang2
享受	xiang3shou4
想念	xiang3nian4
想象	xiang3xiang4
项	xiang4
项链	xiang4lian4
项目	xiang4mu4
象棋	xiang4qi2
象征	xiang4zheng1
消费	xiao1fei4
消化	xiao1hua4
消极	xiao1ji2
消失	xiao1shi1
销售	xiao1shou4
小麦	xiao3mai4
小气	xiao3qi5
孝顺	xiao4shun4
效率	xiao4lü4
歇	xie1
斜	xie2
写作	xie3zuo4
血	xue4
心理	xin1li3
心脏	xin1zang4
欣赏	xin1shang3
信号	xin4hao4
信任	xin4ren4
行动	xing2dong4
行人	xing2ren2
行为	xing2wei2
形成	xing2cheng2
形容	xing2rong2
形式	xing2shi4
形势	xing2shi4
形象	xing2xiang4
形状	xing2zhuang4
幸亏	xing4kui1
幸运	xing4yun4
性质	xing4zhi4
兄弟	xiong1di4
胸	xiong1
休闲	xiu1xian2
修改	xiu1gai3
虚心	xu1xin1
叙述	xu4shu4
宣布	xuan1bu4
宣传	xuan1chuan2
学历	xue2li4
学术	xue2shu4
学问	xue2wen5
寻找	xun2zhao3
询问	xun2wen4
训练	xun4lian4
迅速	xun4su4
押金	ya1jin1
牙齿	ya2chi3
延长	yan2chang2
严肃	yan2su4
演讲	yan3jiang3
宴会	yan4hui4
阳台	yang2tai2
痒	yang3
样式	yang4shi4
腰	yao1
摇	yao2
咬	yao3
要不	yao4bu4
业务	ye4wu4
业余	ye4yu2
夜	ye4
一辈子	yi1bei4zi5
一旦	yi1dan4
一律	yi1lü4
一再	yi1zai4
一致	yi1zhi4
依然	yi1ran2
移动	yi2dong4
移民	yi2min2
遗憾	yi2han4
疑问	yi2wen4
乙	yi3
以及	yi3ji2
以来	yi3lai2
亿	yi4
义务	yi4wu4
议论	yi4lun4
意外	yi4wai4
意义	yi4yi4
因而	yin1er2
因素	yin1su4
银	yin2
印刷	yin4shua1
英俊	ying1jun4
英雄	ying1xiong2
迎接	ying2jie1
营养	ying2yang3
营业	ying2ye4
影子	ying3zi5
应付	ying4fu5
应用	ying4yong4
硬	ying4
硬件	ying4jian4
拥抱	yong1bao4
拥挤	yong1ji3
勇气	yong3qi4
用功	yong4gong1
用途	yong4tu2
优惠	you1hui4
优美	you1mei3
优势	you1shi4
悠久	you1jiu3
犹豫	you2yu4
油炸	you2zha2
游览	you2lan3
有利	you3li4
幼儿园	you4er2yuan2
娱乐	yu2le4
与其	yu3qi2
语气	yu3qi4
玉米	yu4mi3
预报	yu4bao4
预订	yu4ding4
预防	yu4fang2
元旦	Yuan2dan4
员工	yuan2gong1
原料	yuan2liao4
原则	yuan2ze2
圆	yuan2
愿望	yuan4wang4
乐器	yue4qi4
晕	yun1
运气	yun4qi5
运输	yun4shu1
运用	yun4yong4
灾害	zai1hai4
再三	zai4san1
在乎	zai4hu5
在于	zai4yu2
赞成	zan4cheng2
赞美	zan4mei3
糟糕	zao1gao1
造成	zao4cheng2
则	ze2
责备	ze2bei4
摘	zhai1
窄	zhai3
粘贴	zhan1tie1
展开	zhan3kai1
展览	zhan3lan3
占	zhan4
战争	zhan4zheng1
长辈	zhang3bei4
涨	zhang3
掌握	zhang3wo4
账户	zhang4hu4
招待	zhao1dai4
着火	zhao2//huo3
着凉	zhao2//liang2
召开	zhao4kai1
照常	zhao4chang2
哲学	zhe2xue2
针对	zhen1dui4
珍惜	zhen1xi1
真实	zhen1shi2
诊断	zhen3duan4
阵	zhen4
振动	zhen4dong4
争论	zheng1lun4
争取	zheng1qu3
征求	zheng1qiu2
睁	zheng1
整个	zheng3ge4
整齐	zheng3qi2
整体	zheng3ti3
正	zheng4
证件	zheng4jian4
证据	zheng4ju4
政府	zheng4fu3
政治	zheng4zhi4
挣	zheng1
支	zhi1
支票	zhi1piao4
执照	zhi2zhao4
直	zhi2
指导	zhi3dao3
指挥	zhi3hui1
至今	zhi4jin1
至于	zhi4yu2
志愿者	zhi4yuan4zhe3
制定	zhi4ding4
制度	zhi4du4
制造	zhi4zao4
制作	zhi4zuo4
治疗	zhi4liao2
秩序	zhi4xu4
智慧	zhi4hui4
中介	zhong1jie4
中心	zhong1xin1
中旬	zhong1xun2
种类	zhong3lei4
重大	zhong4da4
重量	zhong4liang4
周到	zhou1dao5
猪	zhu1
竹子	zhu2zi5
逐步	zhu2bu4
逐渐	zhu2jian4
主持	zhu3chi2
主动	zhu3dong4
主观	zhu3guan1
主人	zhu3ren2
主任	zhu3ren4
主题	zhu3ti2
主席	zhu3xi2
主张	zhu3zhang1
煮	zhu3
注册	zhu4//ce4
祝福	zhu4fu2
抓	zhua1
抓紧	zhua1//jin3
专家	zhuan1jia1
专心	zhuan1xin1
转变	zhuan3bian4
转告	zhuan3gao4
装	zhuang1
装饰	zhuang1shi4
装修	zhuang1xiu1
状况	zhuang4kuang4
状态	zhuang4tai4
撞	zhuang4
追	zhui1
追求	zhui1qiu2
咨询	zi1xun2
姿势	zi1shi4
资格	zi1ge5
资金	zi1jin1
资料	zi1liao4
资源	zi1yuan2
紫	zi3
自从	zi4cong2
自动	zi4dong4
自豪	zi4hao2
自觉	zi4jue2
自私	zi4si1
自由	zi4you2
自愿	zi4yuan4
字母	zi4mu3
字幕	zi4mu4
综合	zong1he2
总裁	zong3cai2
总共	zong3gong4
总理	zong3li3
总算	zong3suan4
总统	zong3tong3
总之	zong3zhi1
阻止	zu3zhi3
组	zu3
组成	zu3//cheng2
组合	zu3he2
组织	zu3zhi1
最初	zui4chu1
醉	zui4
尊敬	zun1jing4
遵守	zun1shou3
作品	zuo4pin3
作为	zuo4wei2
作文	zuo4wen2
// HSK 2012-2018/Level 6
挨	ai1
挨	ai2
癌症	ai2zheng4
爱不释手	ai4bu4shi4shou3
爱戴	ai4dai4
暧昧	ai4mei4
安宁	an1ning2
安详	an1xiang2
安置	an1zhi4
按摩	an4mo2
案件	an4jian4
案例	an4li4
暗示	an4shi4
昂贵	ang2gui4
凹凸	ao1tu1
熬	ao2
奥秘	ao4mi4
巴不得	ba1bu5de5
巴结	ba1jie5
扒	ba1
疤	ba1
拔苗助长	ba2miao2-zhu4zhang3
把关	ba3//guan1
把手	ba3shou5
罢工	ba4gong1
霸道	ba4dao5
掰	bai1
摆脱	bai3//tuo1
败坏	bai4huai4
拜访	bai4fang3
拜年	bai4//nian2
拜托	bai4tuo1
颁布	ban1bu4
颁发	ban1fa1
斑	ban1
版本	ban3ben3
半途而废	ban4tu2er2fei4
扮演	ban4yan3
伴侣	ban4lü3
伴随	ban4sui2
绑架	bang3jia4
榜样	bang3yang4
磅	bang4
包庇	bao1bi4
包袱	bao1fu5
包围	bao1wei2
包装	bao1zhuang1
饱和	bao3he2
饱经沧桑	bao3jing1-cang1sang1
保管	bao3guan3
保密	bao3//mi4
保姆	bao3mu3
保守	bao3shou3
保卫	bao3wei4
保养	bao3yang3
保障	bao3zhang4
保重	bao3zhong4
报仇	bao4//chou2
报酬	bao4chou5
报答	bao4da2
报复	bao4fu5
报警	bao4//jing3
报销	bao4//xiao1
抱负	bao4fu4
暴力	bao4li4
暴露	bao4lu4
曝光	bao4//guang1
爆发	bao4fa1
爆炸	bao4zha4
卑鄙	bei1bi3
悲哀	bei1ai1
悲惨	bei1can3
北极	bei3ji2
贝壳	bei4ke2
备份	bei4fen4
备忘录	bei4wang4lu4
背叛	bei4pan4
背诵	bei4song4
被动	bei4dong4
被告	bei4gao4
奔波	ben1bo1
奔驰	ben1chi2
本能	ben3neng2
本钱	ben3qian2
本人	ben3ren2
本身	ben3shen1
本事	ben3shi4
笨拙	ben4zhuo1
崩溃	beng1kui4
甭	beng2
迸发	beng4fa1
蹦	beng4
逼迫	bi1po4
鼻涕	bi2ti5
比方	bi3fang5
比喻	bi3yu4
比重	bi3zhong4
鄙视	bi3shi4
闭塞	bi4se4
弊病	bi4bing4
弊端	bi4duan1
臂	bi4
边疆	bian1jiang1
边界	bian1jie4
边境	bian1jing4
边缘	bian1yuan2
编织	bian1zhi1
鞭策	bian1ce4
贬低	bian3di1
贬义	bian3yi4
扁	bian3
变故	bian4gu4
变迁	bian4qian1
变质	bian4zhi4
便利	bian4li4
便条	bian4tiao2
便于	bian4yu2
遍布	bian4bu4
辨认	bian4ren4
辩护	bian4hu4
辩解	bian4jie3
辩证	bian4zheng4
辫子	bian4zi5
标本	biao1ben3
标记	biao1ji4
标题	biao1ti2
表决	biao3jue2
表态	biao3//tai4
表彰	biao3zhang1
憋	bie1
别墅	bie2shu4
别致	bie2zhi4
别扭	bie4niu5
濒临	bin1lin2
冰雹	bing1bao2
丙	bing3
并非	bing4fei1
并列	bing4lie4
拨	bo1
波浪	bo1lang4
波涛	bo1tao1
剥削	bo1xue1
播种	bo1//zhong3
伯母	bo2mu3
博大精深	bo2da4-jing1shen1
博览会	bo2lan3hui4
搏斗	bo2dou4
薄弱	bo2ruo4
补偿	bu3chang2
补救	bu3jiu4
补贴	bu3tie1
捕捉	bu3zhuo1
哺乳	bu3ru3
不得已	bu4de2yi3
不妨	bu4fang2
不敢当	bu4//gan3dang1
不顾	bu4gu4
不禁	bu4jin1
不堪	bu4kan1
不可思议	bu4ke3-si1yi4
不愧	bu4kui4
不料	bu4liao4
不免	bu4mian3
不时	bu4shi2
不惜	bu4xi1
不相上下	bu4xiang1shang4xia4
不像话	bu4//xiang4hua4
不屑一顾	bu4xie4-yi1gu4
不言而喻	bu4yan2er2yu4
不由得	bu4you2de5
不择手段	bu4ze2-shou3duan4
不止	bu4zhi3
布告	bu4gao4
布局	bu4ju2
布置	bu4zhi4
步伐	bu4fa2
部署	bu4shu3
部位	bu4wei4
才干	cai2gan4
财富	cai2fu4
财务	cai2wu4
财政	cai2zheng4
裁缝	cai2feng5
裁判	cai2pan4
裁员	cai2//yuan2
采购	cai3gou4
采集	cai3ji2
采纳	cai3na4
彩票	cai3piao4
参谋	can1mou2
参照	can1zhao4
残疾	can2ji5
残酷	can2ku4
残留	can2liu2
残忍	can2ren3
灿烂	can4lan4
仓促	cang1cu4
仓库	cang1ku4
苍白	cang1bai2
舱	cang1
操劳	cao1lao2
操练	cao1lian4
操纵	cao1zong4
操作	cao1zuo4
嘈杂	cao2za2
草案	cao3an4
草率	cao3shuai4
侧面	ce4mian4
测量	ce4liang2
策划	ce4hua4
策略	ce4lüe4
层出不穷	ceng2chu1-bu4qiong2
层次	ceng2ci4
差别	cha1bie2
插座	cha1zuo4
查获	cha2huo4
岔	cha4
刹那	cha4na4
诧异	cha4yi4
柴油	chai2you2
搀	chan1
馋	chan2
缠绕	chan2rao4
产业	chan3ye4
阐述	chan3shu4
颤抖	chan4dou3
昌盛	chang1sheng4
尝试	chang2shi4
偿还	chang2huan2
场合	chang3he2
场面	chang3mian4
场所	chang3suo3
敞开	chang3//kai1
畅通	chang4tong1
畅销	chang4xiao1
倡导	chang4dao3
倡议	chang4yi4
钞票	chao1piao4
超越	chao1yue4
巢穴	chao2xue2
朝代	chao2dai4
嘲笑	chao2xiao4
潮流	chao2liu2
撤退	che4tui4
撤销	che4xiao1
沉淀	chen2dian4
沉闷	chen2men4
沉思	chen2si1
沉重	chen2zhong4
沉着	chen2zhuo2
陈旧	chen2jiu4
陈列	chen2lie4
陈述	chen2shu4
衬托	chen4tuo1
称心如意	chen4xin1-ru2yi4
称号	cheng1hao4
成本	cheng2ben3
成交	cheng2//jiao1
成天	cheng2tian1
成效	cheng2xiao4
成心	cheng2xin1
成员	cheng2yuan2
呈现	cheng2xian4
诚挚	cheng2zhi4
